,Total Logins,Tickets Raised,Customer Tenuer Year,Sentiment Score,Onboarding Year,Loans Accessed,Loans Taken,Monthly Avg Balance,Churned
415,23.0,4.0,13,-0.047146777,2012,0,2,48427.88833,1
416,18.0,2.0,12,0.654917915,2013,1,0,41280.06131,1
417,17.0,3.0,12,0.52032121,2013,2,1,38960.31935,0
418,23.0,1.0,11,0.1869073,2014,0,1,48202.09803,0
419,15.0,1.0,6,0.494115666,2019,1,2,51036.69514,0
420,18.0,2.0,6,1.075149609,2019,1,1,51696.85909,0
421,23.0,1.0,4,0.384322025,2021,0,1,89855.10015,0
422,15.0,4.0,8,0.820036093,2017,1,3,68655.66532,0
423,12.0,4.0,11,0.01335001,2014,1,3,49025.3436,1
424,23.0,2.0,14,0.686959144,2011,2,0,36555.49364,0
425,21.0,3.0,5,0.680443466,2020,1,2,64251.19704,0
426,12.0,3.0,8,0.313578586,2017,0,0,30300.26311,0
427,23.400753212228622,0.0,8,0.567020169,2017,1,1,47680.53486,0
428,19.0,1.0,12,0.306291914,2013,1,1,47195.18515,0
429,15.0,3.0,11,0.630461366,2014,0,1,44899.59282,0
430,22.0,1.0,14,0.567368744,2011,0,0,16164.14647,0
431,26.0,5.0,5,0.226496621,2020,2,1,35267.35996,0
432,15.0,0.0,8,0.437093481,2017,2,0,62954.45956,0
433,20.0,1.0,9,0.346025093,2016,3,0,59947.51258,0
434,8.0,4.0,5,-0.23046922,2020,1,1,37243.80364,1
435,20.0,2.0,8,0.324083909,2017,2,0,40766.46843,0
436,21.0,4.0,5,0.321663557,2020,0,0,56929.50209,0
437,12.0,3.0,7,0.438440515,2018,0,2,25238.51927,1
438,15.0,0.0,11,0.567738537,2014,1,0,34090.11238,0
439,13.0,2.0,10,-0.323613794,2015,3,2,45796.70741,1
440,17.0,2.0,8,0.775269021,2017,0,1,48131.763028208115,0
441,23.0,3.0,12,-0.201793737,2013,0,1,48905.6697,1
442,23.0,1.0,11,0.571749516,2014,1,1,62006.36745,0
443,21.0,4.0,6,0.51949969,2019,0,0,52663.41555,1
444,26.0,1.0,11,-0.194570981,2014,3,1,45573.17457,0
445,19.0,2.0,7,0.129437917,2018,2,1,46665.91767,1
446,15.0,0.0,4,0.577894813,2021,1,1,40187.67463,0
447,18.0,1.0,5,1.128658859,2020,1,2,64477.36072,0
448,17.0,3.0,8,0.663503781,2017,3,2,28528.61351,1
449,16.0,1.0,10,-0.083258681,2015,1,0,52670.94281,0
450,22.0,3.0,13,0.602817146,2012,2,3,61693.66707,0
451,18.0,2.0,4,0.201760267,2021,0,1,45323.4684,0
452,22.0,2.0,5,0.509421255,2020,3,0,65581.0617,0
453,19.400753212228622,2.0,7,0.523170978,2018,3,1,36032.73326,0
454,23.0,1.0,4,0.334343595,2021,2,1,50325.01808,0
455,23.0,1.0,12,0.002312377,2013,1,1,48131.763028208115,1
456,21.0,2.0,9,0.427596909,2016,2,0,43806.57951,0
457,19.0,0.0,12,0.947860957,2013,1,2,44147.29909,0
458,22.0,3.0,10,0.180887712,2015,0,0,48032.46227,1
459,15.0,6.0,14,0.190795413,2011,4,5,43193.37133,1
460,38.0,5.0,9,-0.094616219,2016,1,1,35926.50447,0
461,16.0,2.0,5,0.667922268,2020,0,0,57207.66528,0
462,16.0,3.0,14,0.952766461,2011,3,4,48131.763028208115,0
463,24.0,2.0,14,0.85365724,2011,0,3,18944.90752,0
464,16.0,2.0,9,0.871306583,2016,1,1,44693.24839,0
465,22.0,3.0,12,0.518454537,2013,1,1,64325.28336,0
466,23.0,0.0,7,0.49518722,2018,1,1,38137.25166,0
467,19.0,2.0,8,-0.046837382,2017,2,1,39515.97156,0
468,20.0,2.0,10,-0.087096451,2015,0,0,34165.48831,1
469,25.0,1.0,13,0.462115668,2012,0,0,54771.63837,0
470,12.0,0.0,12,0.42322202,2013,2,1,44537.58969,0
471,19.0,5.0,7,0.314671882,2018,0,0,49030.78317,0
472,22.0,3.0,10,0.030352465,2015,2,0,60433.21513,0
473,18.0,1.0,11,-0.032538544,2014,0,0,35715.29738,0
474,13.0,3.0,8,0.302843299,2017,2,3,41930.50883,1
475,15.0,7.0,14,0.347107335,2011,2,2,61596.70333,1
476,23.0,0.0,11,0.454960928,2014,0,5,63021.47183,0
477,19.0,7.0,9,0.514502079,2016,3,1,44357.07017,0
478,16.0,3.0,6,0.227347357,2019,3,1,43042.13457,0
479,9.0,2.0,13,0.313170614,2012,1,0,54102.15712,1
480,19.0,6.0,8,0.372194221,2017,9,3,61226.52195,1
481,23.0,3.0,8,0.486147844,2017,1,0,37479.74335,0
482,19.0,3.0,12,0.522255245,2013,2,1,74448.28229,0
483,13.0,2.0,4,0.985089778,2021,0,0,35996.20637,0
484,12.0,3.0,14,0.161437252,2011,1,3,29653.71586,1
485,10.0,2.0,7,0.50171214,2018,0,3,48131.763028208115,1
486,17.0,2.0,7,0.869224583,2018,0,1,44746.13076,0
487,13.0,2.0,13,0.440674511,2012,2,2,46814.83738,0
488,20.0,4.0,14,0.253622671,2011,0,3,54257.67745,0
489,14.0,3.0,6,0.297953078,2019,2,3,47830.6656,1
490,20.0,5.0,14,0.299132105,2011,4,1,47613.92407,1
491,19.0,1.0,11,0.430220918,2014,1,3,47218.61468,0
492,29.0,1.0,5,0.539499559,2020,1,0,49888.6243,0
493,18.0,5.0,13,0.187937949,2012,2,0,41815.91634,0
494,22.0,1.0,4,0.466301392,2021,0,2,58668.80243,0
495,9.0,3.0,13,0.269923331,2012,5,3,55806.45121,1
496,13.0,1.0,13,0.272903219,2012,2,0,28541.94349,1
497,13.0,2.0,11,-0.113097336,2014,1,2,35530.98869,1
498,9.0,3.0,11,0.386061329,2014,1,3,25485.701,1
499,22.0,0.0,13,-0.049046135,2012,0,0,70574.12741,0
500,13.0,0.0,7,0.75277246,2018,1,0,34884.18751,0
501,14.0,3.0,8,-0.179290922,2017,3,1,39805.51812,1
502,12.0,2.0,5,0.164977992,2020,2,4,29734.90435,1
503,16.0,1.0,9,0.887403989,2016,0,0,42763.2183,0
504,25.0,2.0,5,0.459207616,2020,1,0,44809.36794,0
505,18.0,2.0,7,0.359998919,2018,1,0,50452.13053,0
506,16.0,2.0,4,0.022565511,2021,3,3,62627.40658,1
507,20.0,6.0,4,0.666290341,2021,0,3,51013.32769,0
508,19.0,0.0,13,0.65632782,2012,0,1,45799.12535,0
509,22.0,0.0,9,0.109973475,2016,0,1,52972.8012,0
510,21.0,3.0,4,0.309170151,2021,3,0,63754.22904,0
511,15.0,3.0,9,0.516903015,2016,2,1,57612.77837,0
512,19.0,0.0,5,0.503721719,2020,0,0,38984.92756,0
513,18.0,1.0,9,1.195609799,2016,0,0,46238.75431,0
514,15.0,0.0,7,0.450002635,2018,2,1,49249.88375,0
515,17.0,0.0,14,0.914452233,2011,2,1,31843.62462,0
516,30.0,2.0,8,0.888685058,2017,0,0,59305.81565,0
517,18.0,3.0,6,0.102592312,2019,2,1,32898.57032,1
518,20.0,3.0,12,0.68478148,2013,0,1,64876.01493,0
519,26.0,3.0,14,0.514372957,2011,2,2,43094.41867,0
520,16.0,2.0,4,0.236199801,2021,2,3,51931.93883,1
521,12.0,2.0,9,0.676621218,2016,0,2,67852.59431,0
522,19.0,3.0,12,0.259635545,2013,0,1,43720.85884,0
523,26.0,0.0,11,0.64344868,2014,0,0,34676.06797,0
524,17.0,1.0,10,0.907545269,2015,0,2,28054.36805,0
525,21.0,1.0,12,0.408021643,2013,0,0,69042.42655,0
526,14.0,2.0,6,0.988056628,2019,0,2,53117.8837,0
527,26.0,2.0,13,0.400354591,2012,1,0,71717.68614,0
528,17.0,2.0,9,0.929026143,2016,0,1,44994.3124,0
529,17.0,2.0,11,0.362908943,2014,1,0,18954.838,0
530,21.0,1.0,4,0.924748836,2021,2,1,48179.69139,0
531,19.0,4.0,12,0.7131015,2013,0,4,45579.97901,0
532,28.0,5.0,8,0.617068575,2017,1,0,47432.86553,0
533,18.0,2.0,14,0.592841885,2011,0,1,41656.96738,0
534,23.0,2.0,10,0.408326613,2015,1,3,50291.83901,1
535,18.0,3.0,6,0.567268474,2019,0,0,35086.28783,0
536,21.0,2.0,4,0.947798089,2021,0,2,50191.51968,0
537,17.0,4.0,5,0.565799073,2020,0,0,55487.42848,0
538,20.0,2.0,14,0.48261403,2011,3,1,57050.71893,0
539,24.0,2.0,12,0.541315817,2013,1,0,67045.30883,0
540,9.0,2.0,12,0.184631116,2013,1,0,36278.71294,1
541,16.0,2.0,9,0.618951462,2016,1,2,63332.83645,1
542,25.0,1.0,6,0.781882045,2019,0,0,36368.61338,0
543,17.0,5.0,7,-0.048907957,2018,2,3,76621.94115,1
544,23.0,0.0,7,-0.04374716,2018,3,1,77570.91939,0
545,21.0,2.0,4,0.213897368,2021,1,3,56927.83828,0
546,20.0,3.0,14,0.548742105,2011,4,0,78534.83227,0
547,17.400753212228622,2.0,6,0.236207605,2019,2,0,46012.45413,1
548,14.0,1.0,5,0.521180081,2020,1,0,79317.601,0
549,18.0,3.0,4,0.385042169,2021,0,1,52539.73014,0
550,26.0,1.0,4,0.805815585,2021,0,1,15603.49944,0
551,13.0,2.0,13,0.118123674,2012,0,1,56125.17546,0
552,28.0,4.0,5,0.329072017,2020,1,3,49350.96697,0
553,24.0,5.0,8,0.542408016,2017,1,3,37585.05168,0
554,28.0,3.0,5,1.310395208,2020,3,1,48131.763028208115,0
555,15.0,2.0,13,0.56756395,2012,2,0,70953.17997,0
556,26.0,1.0,13,0.18937593,2012,1,2,25933.21341,0
557,23.0,2.0,8,0.751941444,2017,2,0,39749.31548,0
558,23.0,1.0,10,0.755826145,2015,2,1,33890.91962,0
559,22.0,1.0,6,0.239305283,2019,1,0,45390.92924,0
560,18.0,2.0,7,0.126481957,2018,0,1,67254.98544,1
561,11.0,2.0,12,0.991469341,2013,3,0,55582.28328,0
562,26.0,1.0,11,0.58825624,2014,1,0,52101.67893,0
563,24.0,0.0,14,0.653500678,2011,1,1,38761.44144,0
564,19.0,3.0,8,1.172514015,2017,2,1,54409.84602,0
565,20.0,3.0,8,-0.151568762,2017,1,2,48054.03764,0
566,18.0,3.0,10,0.564987211,2015,1,1,50990.59973,0
567,22.0,2.0,6,0.95895292,2019,0,1,67408.35649,0
568,16.0,1.0,8,0.276597239,2017,2,2,67209.98994,0
569,14.0,0.0,4,0.850063426,2021,0,3,51592.43397,0
570,18.0,2.0,8,0.628795799,2017,0,3,69972.42889,0
571,15.0,1.0,11,0.517734205,2014,0,2,59255.68634,0
572,18.0,2.0,10,0.689563892,2015,0,1,45604.90665,0
573,15.0,2.0,14,0.645714686,2011,1,2,55777.95262,0
574,15.0,2.0,4,0.971984877,2021,1,0,26527.90295,0
575,18.0,1.0,14,0.752782785,2011,0,1,48131.763028208115,0
576,16.0,5.0,13,0.741155318,2012,0,2,40511.37914,0
577,24.400753212228622,3.0,7,0.428586999,2018,2,0,58840.0317,0
578,22.0,2.0,4,0.15079976,2021,2,0,48131.763028208115,0
579,15.0,6.0,10,-0.135018254,2015,1,3,50999.98121,1
580,13.0,1.0,5,0.328648007,2020,2,2,40604.42671,1
581,31.0,2.0,9,0.495436693,2016,0,2,37142.4875,0
582,23.0,2.0,4,0.609173806,2021,2,1,44842.14615,0
583,11.0,3.0,11,0.570123539,2014,2,1,37851.53017,1
584,19.0,1.0,4,1.134114588,2021,2,1,50590.90676,0
585,15.0,1.0,10,0.549624818,2015,2,0,27092.7498,0
586,26.0,4.0,9,0.875489972,2016,0,1,55806.37053,0
587,21.0,0.0,8,0.495244715,2017,0,2,20508.73609,0
588,24.0,2.0,6,0.490690977,2019,0,2,42896.34121,0
589,22.0,2.0,11,0.80710259,2014,0,0,25802.86597,0
590,22.0,2.0,14,0.296829227,2011,0,4,55432.40911,0
591,19.0,2.0,12,0.584065207,2013,0,0,42891.82357,0
592,20.0,3.0,9,0.444444029,2016,2,1,35994.06415,0
593,17.0,2.0,9,0.30635801,2016,0,0,57240.361,0
594,23.0,3.0,11,0.277740787,2014,2,1,49031.16645,0
595,6.0,4.0,7,-0.083028895,2018,1,1,45102.69634,1
596,16.0,0.0,9,-0.129805017,2016,0,0,28483.38826,0
597,23.0,2.0,14,0.840249693,2011,0,2,66224.86269,0
598,20.0,0.0,5,0.651600488,2020,0,1,29789.13956,0
599,27.0,2.0,11,0.251535162,2014,0,1,25291.88337,0
600,22.0,2.0,10,0.752800621,2015,2,2,76578.56966,0
601,12.0,1.0,14,0.833000733,2011,0,1,50292.64451,0
602,13.0,1.0,14,0.839845748,2011,1,1,48131.763028208115,0
603,17.0,0.0,7,0.864689126,2018,1,2,50955.88338,0
604,20.400753212228622,2.0,8,0.514901166,2017,0,0,37542.76701,0
605,10.0,2.0,8,0.485202113,2017,2,1,75476.23575,0
606,26.0,3.0,11,0.785919047,2014,1,0,48414.88817,0
607,20.0,4.0,14,0.251918618,2011,1,1,45882.19024,0
608,9.0,3.0,11,0.382988143,2014,1,1,32071.74176,1
609,26.0,3.0,7,0.396573439,2018,1,1,39329.8391,0
610,16.0,2.0,5,0.363105153,2020,3,3,48131.763028208115,0
611,21.0,1.0,10,0.665386563,2015,0,3,51984.64985,0
612,14.0,0.0,11,0.801389154,2014,2,0,57631.54601,0
613,20.0,5.0,12,0.540731298,2013,1,2,58194.46627,0
614,20.0,4.0,9,0.817210823,2016,1,2,39386.26602,0
615,15.0,2.0,4,0.575016842,2021,0,3,59469.03062,0
616,23.0,0.0,9,0.971384179,2016,0,1,53047.2026,0
617,20.0,1.0,11,0.752540127,2014,4,1,42203.21996,0
618,21.0,2.0,13,0.015410285,2012,1,0,31373.25476,0
619,18.0,1.0,14,1.080867733,2011,0,2,64012.24989,0
620,12.0,2.0,10,-0.055055313,2015,0,1,47415.12776,0
621,13.0,2.0,5,0.587021144,2020,1,2,45654.35624,0
622,19.0,3.0,4,0.793552233,2021,1,0,43566.32641,0
623,19.0,4.0,5,0.571622868,2020,2,1,57981.23074,0
624,23.0,0.0,5,0.38121824,2020,0,2,52869.17393,0
625,24.0,1.0,5,0.290949469,2020,2,1,40349.12429,0
626,24.0,0.0,5,0.87009936,2020,0,1,48131.763028208115,0
627,16.0,3.0,7,0.150706555,2018,1,0,64282.13228,0
628,15.0,2.0,6,0.55011617,2019,1,2,59886.86028,0
629,33.0,2.0,12,-0.119799875,2013,1,2,31850.3938,0
630,19.0,3.0,13,-0.230962791,2012,2,0,19428.1143,1
631,19.0,0.0,6,0.098207988,2019,1,1,31026.25812,0
632,18.400753212228622,3.0,6,0.345969776,2019,1,2,48131.763028208115,0
633,14.0,1.0,7,0.420945933,2018,2,2,32680.08577,1
634,19.0,0.0,10,0.546608746,2015,1,1,30414.56944,0
635,22.0,3.0,8,0.04682204,2017,0,0,57267.83155,0
636,18.0,1.0,8,-0.171884127,2017,1,1,12764.43434,1
637,13.0,5.0,4,0.648255895,2021,4,3,10380.80584,1
638,10.0,1.0,13,0.712306945,2012,1,1,42479.23052,1
639,14.0,3.0,13,0.686331372,2012,0,2,44075.45644,0
640,19.0,3.0,13,0.35190803,2012,0,1,58411.75707,0
641,21.0,2.0,10,-0.241642948,2015,1,0,62617.54648,0
642,24.0,2.0,9,0.665871339,2016,2,3,34256.52763,1
643,24.0,2.0,10,0.502983491,2015,1,0,36378.80543,0
644,20.0,0.0,7,0.349127878,2018,0,1,59758.32758,0
645,22.0,1.0,8,0.544473185,2017,2,1,14147.8957,0
646,14.0,2.0,5,0.739765909,2020,3,1,56649.14302,0
647,25.0,5.0,11,0.239941967,2014,0,0,88886.19697,0
648,28.0,1.0,13,0.636562658,2012,0,2,45933.59957,0
649,23.0,1.0,5,0.588613709,2020,2,0,49058.36437,0
650,14.0,3.0,13,0.393875458,2012,2,0,40179.48291,0
651,25.0,3.0,5,0.874199558,2020,0,2,50890.91505,0
652,16.0,0.0,4,0.699539858,2021,1,1,70193.74298,0
653,18.400753212228622,0.0,10,0.34659483,2015,2,0,34819.42502,0
654,20.0,1.0,5,0.315579264,2020,3,1,44011.26059,0
655,15.0,1.0,11,0.730439102,2014,0,2,32742.40724,0
656,21.0,2.0,13,0.18583944,2012,1,0,53696.72897,0
657,23.0,0.0,3,0.801632409,2022,2,2,45097.23731,0
658,23.0,3.0,11,0.000528108,2014,0,0,37056.8324,0
659,18.0,3.0,7,1.093246041,2018,0,1,44647.68195,0
660,21.0,4.0,14,0.60520485,2011,0,2,38516.88761,0
661,27.0,2.0,11,0.493196121,2014,2,3,65506.69706,0
662,10.0,4.0,5,0.380416584,2020,0,1,47709.60387,1
663,20.0,1.0,5,0.430012204,2020,6,1,65153.84411,1
664,21.0,2.0,11,0.608303207,2014,1,2,57880.8341,0
665,16.0,2.0,13,0.387013424,2012,1,0,51497.54589,0
666,26.0,3.0,5,0.293772599,2020,3,0,47197.9884,0
667,28.0,2.0,4,0.664942803,2021,3,0,35910.5707,0
668,26.0,2.0,10,1.259747655,2015,1,1,70439.78553,0
669,10.0,2.0,4,0.458038895,2021,0,1,46248.71444,0
670,20.0,3.0,5,0.441027387,2020,0,3,48131.763028208115,0
671,19.400753212228622,3.0,6,0.412310788,2019,2,2,53717.43376,1
672,12.0,0.0,8,0.403755023,2017,0,3,18357.76293,1
673,25.0,5.0,13,-0.020546001,2012,1,1,31730.86435,0
674,20.0,7.0,4,0.422499799,2021,5,2,56418.29343,1
675,22.0,0.0,5,-0.036860836,2020,0,1,42342.67401,0
676,18.0,5.0,11,0.412838978,2014,1,0,47225.48384,0
677,18.0,2.0,7,0.42755037,2018,1,0,35921.05889,0
678,23.0,1.0,6,0.277183971,2019,1,1,70049.40002,0
679,12.0,3.0,9,0.373966101,2016,2,0,21872.16574,1
680,23.0,6.0,4,0.794159339,2021,0,0,64038.73337,0
681,11.0,0.0,12,-0.037258171,2013,1,1,32400.69672,0
682,16.0,2.0,8,0.222474115,2017,5,1,66994.58446,0
683,17.0,3.0,4,0.172685179,2021,0,1,59785.71616,0
684,15.0,2.0,5,0.597483206,2020,1,1,24938.64504,0
685,25.0,1.0,5,0.39396644,2020,1,3,37064.43631,1
686,24.0,1.0,5,0.117630776,2020,1,1,38209.59373,0
687,26.0,2.0,8,0.762694198,2017,1,0,48226.05139,0
688,16.0,2.0,8,0.436027062,2017,1,2,50656.13308,1
689,16.0,1.0,5,0.466212596,2020,1,5,99279.1622,0
690,12.0,2.0,8,0.35582211,2017,4,2,38908.65659,1
691,20.0,0.0,4,0.509337054,2021,0,0,41986.55446,0
692,18.0,0.0,7,0.429293525,2018,0,0,52296.76132,0
693,17.0,2.0,4,1.104844456,2021,1,1,48131.763028208115,0
694,20.0,2.0,8,0.133578737,2017,1,1,50622.52104,0
695,10.0,2.0,9,-0.089268034,2016,3,0,55270.93875,0
696,9.0,7.0,9,0.624219116,2016,1,5,43352.14247,1
697,18.0,1.0,10,0.544952625,2015,1,0,47182.67849,0
698,20.0,0.0,6,0.955197349,2019,1,3,41460.40329,0
699,14.0,2.0,8,0.089954579,2017,0,0,26578.43872,1
700,28.0,4.0,10,0.559440808,2015,1,2,46462.90661,0
701,16.0,1.0,11,0.444458173,2014,2,4,27172.85225,1
702,28.0,1.0,6,0.76236151,2019,0,1,11987.19255,0
703,30.0,2.0,12,0.978059925,2013,2,5,37718.92836,0
704,18.0,2.0,7,0.594291065,2018,0,3,55397.68779,0
705,15.0,0.0,4,0.512332488,2021,2,1,3330.618704,0
706,19.0,0.0,9,1.278878094,2016,1,2,59371.62578,0
707,17.0,4.0,6,0.429842495,2019,3,1,31652.6364,0
708,7.0,3.0,6,0.205942716,2019,4,1,34410.42903,1
709,24.0,1.0,6,0.919582165,2019,3,1,30943.46849,0
710,24.0,0.0,10,0.72726801,2015,1,2,55889.00228,0
711,24.0,3.0,4,0.669397608,2021,0,0,37209.30816,0
712,19.0,2.0,4,0.602844326,2021,0,1,50508.81117,0
713,24.0,3.0,7,0.900331771,2018,0,1,26294.88023,0
714,15.0,3.0,12,0.54181694,2013,1,0,76022.07625,0
715,21.0,2.0,10,0.521347997,2015,1,3,34955.97865,0
716,18.0,5.0,4,0.471474661,2021,1,2,30760.02295,0
717,21.0,2.0,13,0.622413965,2012,1,3,33160.52582,1
718,12.0,1.0,9,-0.188520901,2016,2,1,68134.69405,0
719,12.0,5.0,5,0.275376933,2020,4,2,45315.93551,1
720,30.0,3.0,14,0.344299041,2011,2,0,40359.27116,0
721,13.400753212228622,4.0,9,0.433406458,2016,2,0,33865.41745,0
722,17.0,3.0,13,0.312156625,2012,1,3,41643.0975,0
723,23.0,3.0,12,0.071926635,2013,2,1,44698.68604,0
724,21.400753212228622,2.0,4,0.379283015,2021,2,1,51381.57539,0
725,20.400753212228622,1.0,12,0.515669253,2013,3,1,58047.6615,0
726,17.0,2.0,4,1.379103154,2021,0,1,53264.57614,0
727,22.0,3.0,9,0.279297656,2016,2,1,48146.41914,0
728,13.0,3.0,10,0.675447253,2015,0,0,52582.22735,0
729,11.0,3.0,14,0.646655453,2011,1,1,53414.96325,0
730,27.0,0.0,9,0.794219144,2016,0,1,53592.1063,0
731,17.0,4.0,6,0.602628453,2019,0,0,54366.52246,0
732,28.0,4.0,4,0.209322327,2021,1,1,43742.1266,0
733,16.0,3.0,12,0.525871494,2013,1,1,29438.50684,0
734,21.0,5.0,5,0.135118936,2020,5,3,43078.76377,1
735,21.0,4.0,9,0.228063584,2016,1,1,50458.62068,0
736,14.0,2.0,10,0.375582497,2015,1,1,62674.86042,0
737,23.0,2.0,5,0.011925891,2020,0,1,48131.763028208115,0
738,28.0,1.0,5,-0.099190157,2020,5,0,63680.90128,1
739,21.0,3.0,6,0.07146236,2019,2,1,64611.03151,0
740,19.0,4.0,11,0.537558711,2014,0,0,62236.68265,0
741,19.0,3.0,12,0.375112733,2013,1,0,60680.99407,0
742,15.0,1.0,6,0.387131866,2019,2,0,35432.49466,0
743,18.0,3.0,4,0.269400578,2021,1,1,39729.4453,1
744,22.0,2.0,5,0.998295283,2020,0,1,34100.155,0
745,20.0,1.0,8,0.314494389,2017,1,1,45312.50621,0
746,8.0,7.0,12,0.419495508,2013,1,0,55001.33319,1
747,16.0,2.0,12,-0.026821102,2013,1,3,81269.53643,0
748,21.0,2.0,4,0.678702062,2021,0,2,44030.62359,0
749,14.0,0.0,8,0.452268635,2017,0,1,61191.06647,0
750,18.400753212228622,2.0,7,0.447633192,2018,0,0,61865.78312,0
751,22.0,1.0,10,0.750929918,2015,1,1,16835.9543,0
752,16.0,4.0,14,0.156645146,2011,0,0,57188.38872,0
753,11.0,3.0,11,0.437819883,2014,4,1,30856.13711,1
754,15.0,2.0,9,0.626647209,2016,0,3,19848.13227,1
755,18.0,3.0,12,0.342436848,2013,1,1,67412.73197,0
756,20.0,2.0,6,0.435807147,2019,1,0,55953.21731,0
757,10.0,4.0,8,-0.257355064,2017,6,2,70605.27303,1
758,15.0,3.0,13,-0.113971446,2012,2,1,51367.95642,1
759,23.0,1.0,5,0.619704994,2020,2,0,48370.7684,0
760,17.0,2.0,11,0.250973071,2014,1,4,31744.52328,1
761,23.0,2.0,12,-0.092428966,2013,4,2,48131.763028208115,1
762,12.0,1.0,13,0.505384233,2012,5,2,66794.48988,0
763,30.0,2.0,11,0.760847913,2014,4,1,61638.54941,0
764,12.0,2.0,12,0.373396533,2013,1,0,54025.91092,0
765,26.0,2.0,13,0.469810902,2012,1,0,68973.52257,0
766,28.0,2.0,8,0.470916846,2017,0,1,48695.56952,0
767,8.0,1.0,13,0.294292032,2012,0,5,33188.19249,1
768,13.0,5.0,13,0.732702948,2012,1,0,50714.05363,0
769,19.0,2.0,13,0.557264614,2012,3,1,54909.47567,0
770,18.0,1.0,7,1.221028842,2018,2,2,72495.54051,0
771,20.0,3.0,11,0.101120343,2014,0,0,35871.92848,0
772,16.400753212228622,4.0,11,0.429834583,2014,2,3,33385.8227,1
773,22.0,6.0,6,0.655313259,2019,0,0,33439.10037,0
774,20.0,2.0,7,0.608448512,2018,2,2,39415.91297,0
775,19.0,1.0,4,0.508861931,2021,2,0,49969.89364,0
776,27.0,3.0,10,0.090612659,2015,0,1,68281.49206,0
777,18.0,1.0,10,0.665726348,2015,3,2,47305.63029,0
778,23.0,4.0,4,0.263718093,2021,0,0,36974.47941,0
779,16.0,4.0,7,0.180593235,2018,1,1,50746.9465,0
780,22.0,1.0,6,0.01395358,2019,3,3,47133.14449,0
781,17.0,1.0,13,0.509968543,2012,1,2,50369.72647,0
782,19.0,2.0,6,0.617075583,2019,1,0,73996.9516,0
783,15.0,3.0,12,0.052837011,2013,4,2,34259.05264,1
784,27.0,1.0,12,0.896319211,2013,1,3,46570.71402,0
785,19.0,3.0,13,0.716840919,2012,1,0,46359.90239,0
786,19.0,3.0,6,0.494823899,2019,3,1,34318.31345,0
787,24.0,3.0,14,0.725446744,2011,1,2,66274.07541,0
788,26.0,4.0,5,0.730218905,2020,0,1,72228.04223,0
789,23.0,2.0,9,0.375900699,2016,0,0,74827.57388,0
790,11.0,3.0,14,0.261091058,2011,5,3,8736.424158,1
791,19.0,1.0,9,0.595878851,2016,1,3,44442.87043,0
792,17.0,0.0,8,0.017616154,2017,2,0,35563.05333,0
793,22.0,2.0,13,0.819124672,2012,1,1,49667.97375,0
794,12.0,4.0,12,0.47177238,2013,3,2,44031.12682,1
795,27.0,4.0,5,0.588051339,2020,0,1,58248.97035,0
796,21.0,0.0,6,0.91792542,2019,2,0,11514.0688,0
797,18.0,3.0,14,0.649167335,2011,2,0,32751.17509,0
798,27.0,3.0,5,-0.142211682,2020,3,2,44657.57122,0
799,19.0,3.0,10,0.232026004,2015,0,3,17762.32635,1
800,17.0,1.0,5,1.013391479,2020,2,2,48131.763028208115,0
801,19.0,2.0,10,0.915555984,2015,4,1,44529.89967,0
802,16.400753212228622,3.0,12,0.588957931,2013,2,1,52886.83519,0
803,20.0,7.0,7,0.658097176,2018,2,2,52032.03166,0
804,26.0,0.0,14,0.789526809,2011,0,0,58404.11184,0
805,22.0,1.0,13,0.874625936,2012,2,1,70841.71963,0
806,19.0,2.0,11,0.637920413,2014,2,1,36309.16697,0
807,19.0,0.0,13,0.567235552,2012,3,2,46591.73473,0
808,15.0,4.0,5,0.263862061,2020,1,1,47294.15552,0
809,30.0,3.0,14,0.165534763,2011,0,3,42847.83312,0
810,13.0,2.0,13,-0.137267422,2012,1,1,42828.55425,0
811,24.0,1.0,9,0.07784906,2016,0,1,32956.89113,0
812,24.0,2.0,7,0.415541687,2018,1,1,61276.25673,0
813,17.0,2.0,12,-0.37803265,2013,3,2,35231.14623,1
814,18.0,3.0,14,0.424916058,2011,2,2,28648.82658,1
815,26.0,4.0,6,0.515491747,2019,1,1,61822.07691,0
816,13.0,2.0,14,0.545043864,2011,0,1,27448.70784,0
817,28.0,1.0,13,0.223244553,2012,0,0,48131.763028208115,0
818,23.0,2.0,12,0.518164087,2013,0,2,37163.06641,0
819,23.0,1.0,8,1.09690993,2017,0,0,61154.12962,0
820,20.0,0.0,5,0.432097325,2020,1,0,44910.77931,0
821,22.0,1.0,7,0.73855663,2018,1,1,65906.70545,0
822,23.0,0.0,12,0.547361065,2013,1,0,34864.31776,0
823,16.0,4.0,4,0.372441821,2021,0,0,44999.20001,0
824,24.0,1.0,6,0.788463181,2019,1,1,52806.36591,0
825,24.0,2.0,7,0.309216874,2018,0,2,41788.80242,0
826,20.0,3.0,8,0.019120457,2017,0,2,54495.47893,0
827,22.0,0.0,13,0.60825872,2012,0,1,48131.763028208115,0
828,22.0,3.0,6,0.547807113,2019,1,0,54795.6464,0
829,20.0,2.0,9,0.522759445,2016,0,1,46333.47865,0
830,14.0,4.0,9,0.915471356,2016,5,2,42866.57582,0
831,15.0,2.0,9,0.419958564,2016,1,0,36724.28975,0
832,10.0,0.0,13,0.780488825,2012,1,0,57202.74272,0
